framenum,queue density
1,0.260208
2,0.25487
3,0.252214
4,0.248507
5,0.244948
6,0.244106
7,0.245677
8,0.250026
9,0.252144
10,0.260035
11,0.268568
12,0.273385
13,0.28342
14,0.292075
15,0.295252
16,0.302135
17,0.308958
18,0.310521
19,0.316762
20,0.316215
21,0.319306
22,0.323898
23,0.328472
24,0.330095
25,0.330911
26,0.328872
27,0.328628
28,0.324792
29,0.3248
30,0.324349
31,0.32204
32,0.322075
33,0.321988
34,0.321354
35,0.323186
36,0.323472
37,0.321927
38,0.323681
39,0.325156
40,0.324227
41,0.325573
42,0.325148
43,0.322196
44,0.321632
45,0.309783
46,0.309358
47,0.308177
48,0.308108
49,0.306059
50,0.305061
51,0.305417
52,0.302491
53,0.301892
54,0.301406
55,0.300148
56,0.299809
57,0.299861
58,0.299887
59,0.299896
60,0.29947
61,0.299549
62,0.299705
63,0.298325
64,0.297795
65,0.298194
66,0.296814
67,0.296198
68,0.296163
69,0.296589
70,0.290408
71,0.291528
72,0.292613
73,0.293984
74,0.295599
75,0.29599
76,0.297847
77,0.297248
78,0.297318
79,0.29566
80,0.296797
81,0.298281
82,0.300304
83,0.303429
84,0.3048
85,0.309826
86,0.31671
87,0.319549
88,0.328342
89,0.335651
90,0.33796
91,0.345582
92,0.351163
93,0.354123
94,0.361476
95,0.371293
96,0.373724
97,0.380668
98,0.385304
99,0.391181
100,0.395842
101,0.400399
102,0.402847
103,0.407995
104,0.41053
105,0.410946
106,0.409722
107,0.409931
108,0.408993
109,0.408082
110,0.405651
111,0.407135
112,0.403516
113,0.4023
114,0.400729
115,0.398759
116,0.397943
117,0.395078
118,0.393047
119,0.392188
120,0.382674
121,0.385955
122,0.390651
123,0.392977
124,0.398967
125,0.403316
126,0.405477
127,0.410278
128,0.413212
129,0.415356
130,0.417257
131,0.422292
132,0.422873
133,0.425807
134,0.426736
135,0.428967
136,0.431146
137,0.432587
138,0.4325
139,0.434063
140,0.431649
141,0.432491
142,0.430078
143,0.43046
144,0.429991
145,0.419627
146,0.420677
147,0.421363
148,0.419175
149,0.418056
150,0.416302
151,0.413568
152,0.411293
153,0.409219
154,0.407457
155,0.403325
156,0.400182
157,0.396311
158,0.393229
159,0.392049
160,0.38934
161,0.388281
162,0.386788
163,0.385095
164,0.382943
165,0.381554
166,0.380443
167,0.378628
168,0.37829
169,0.377569
170,0.370512
171,0.370608
172,0.369644
173,0.36763
174,0.367266
175,0.364783
176,0.364627
177,0.364167
178,0.363559
179,0.363472
180,0.362509
181,0.361736
182,0.360694
183,0.360339
184,0.359983
185,0.359497
186,0.360165
187,0.357951
188,0.356632
189,0.356884
190,0.356389
191,0.355833
192,0.355573
193,0.354288
194,0.353698
195,0.350269
196,0.349983
197,0.350417
198,0.350078
199,0.349679
200,0.350243
201,0.349844
202,0.350269
203,0.350278
204,0.3502
205,0.349757
206,0.34954
207,0.349505
208,0.348984
209,0.349253
210,0.349314
211,0.349714
212,0.349566
213,0.349418
214,0.349297
215,0.349141
216,0.349983
217,0.349679
218,0.3498
219,0.349757
220,0.350304
221,0.350755
222,0.350703
223,0.350911
224,0.35026
225,0.350313
226,0.350156
227,0.350477
228,0.350373
229,0.350252
230,0.350278
231,0.350547
232,0.349705
233,0.350017
234,0.350052
235,0.35026
236,0.350243
237,0.350243
238,0.34987
239,0.348958
240,0.348811
241,0.347969
242,0.348776
243,0.348299
244,0.348811
245,0.346849
246,0.347569
247,0.34776
248,0.347847
249,0.34875
250,0.349497
251,0.349931
252,0.349792
253,0.349601
254,0.349905
255,0.349852
256,0.350191
257,0.350069
258,0.350304
259,0.349887
260,0.349948
261,0.349809
262,0.349332
263,0.349488
264,0.348698
265,0.348359
266,0.347717
267,0.347543
268,0.347622
269,0.347378
270,0.342977
271,0.342526
272,0.342708
273,0.342908
274,0.342691
275,0.342005
276,0.341606
277,0.340894
278,0.340625
279,0.3402
280,0.340825
281,0.341762
282,0.34217
283,0.343776
284,0.344523
285,0.344896
286,0.345486
287,0.34658
288,0.346823
289,0.347309
290,0.346502
291,0.346155
292,0.345642
293,0.344497
294,0.343915
295,0.340313
296,0.339158
297,0.339115
298,0.337743
299,0.337257
