framenum,queue density
3,0.260933
6,0.256051
9,0.253343
12,0.249506
15,0.246085
18,0.245415
21,0.246356
24,0.25127
27,0.252708
30,0.260248
33,0.269457
36,0.274006
39,0.283842
42,0.292942
45,0.29579
48,0.302339
51,0.309404
54,0.310858
57,0.317391
60,0.316532
63,0.319926
66,0.324311
69,0.328986
72,0.330283
75,0.330942
78,0.329331
81,0.329386
84,0.325687
87,0.325028
90,0.324699
93,0.322238
96,0.322936
99,0.322124
102,0.321721
105,0.322994
108,0.323331
111,0.322301
114,0.324146
117,0.32564
120,0.324538
123,0.326051
126,0.325777
129,0.323273
132,0.322136
135,0.310047
138,0.309894
141,0.308483
144,0.307406
147,0.306026
150,0.305117
153,0.304721
156,0.302648
159,0.302096
162,0.30141
165,0.299972
168,0.29978
171,0.299517
174,0.29965
177,0.299713
180,0.29978
183,0.299427
186,0.299823
189,0.298561
192,0.297934
195,0.297766
198,0.29699
201,0.296845
204,0.296006
207,0.296206
210,0.290939
213,0.291496
216,0.292797
219,0.294309
222,0.295986
225,0.296453
228,0.298204
231,0.297793
234,0.297883
237,0.296073
240,0.29757
243,0.298882
246,0.300599
249,0.30351
252,0.304898
255,0.30978
258,0.316129
261,0.31886
264,0.327219
267,0.335401
270,0.337513
273,0.344955
276,0.350712
279,0.353502
282,0.361135
285,0.370345
288,0.373041
291,0.379926
294,0.384965
297,0.390773
300,0.395648
303,0.400656
306,0.403254
309,0.407894
312,0.409791
315,0.410214
318,0.40896
321,0.409262
324,0.408509
327,0.40769
330,0.405425
333,0.406738
336,0.40347
339,0.402137
342,0.400668
345,0.398846
348,0.398019
351,0.395087
354,0.393136
357,0.392219
360,0.383394
363,0.386611
366,0.391212
369,0.393473
372,0.399237
375,0.403595
378,0.406091
381,0.410574
384,0.414011
387,0.41572
390,0.418161
393,0.422574
396,0.423663
399,0.426461
402,0.427539
405,0.429102
408,0.431943
411,0.433264
414,0.432794
417,0.433989
420,0.432112
423,0.433287
426,0.431148
429,0.431163
432,0.430223
435,0.419874
438,0.420371
441,0.421065
444,0.419341
447,0.418859
450,0.417083
453,0.414305
456,0.412005
459,0.410288
462,0.408129
465,0.403599
468,0.400613
471,0.397603
474,0.393716
477,0.392748
480,0.389715
483,0.388531
486,0.387477
489,0.385624
492,0.383414
495,0.381791
498,0.380071
501,0.378288
504,0.377916
507,0.377292
510,0.370156
513,0.370505
516,0.369443
519,0.36717
522,0.366724
525,0.364705
528,0.364655
531,0.363949
534,0.364028
537,0.363632
540,0.362515
543,0.362002
546,0.360912
549,0.360238
552,0.360414
555,0.360097
558,0.359823
561,0.358365
564,0.357095
567,0.356982
570,0.35648
573,0.355927
576,0.355657
579,0.354458
582,0.353843
585,0.350418
588,0.350457
591,0.350857
594,0.350488
597,0.350159
600,0.350147
603,0.349955
606,0.350167
609,0.350151
612,0.350237
615,0.349567
618,0.349399
621,0.349332
624,0.349003
627,0.349297
630,0.349258
633,0.349818
636,0.349634
639,0.34965
642,0.349399
645,0.349458
648,0.349979
651,0.349583
654,0.349634
657,0.34961
660,0.349877
663,0.350147
666,0.350194
669,0.350598
672,0.35021
675,0.350398
678,0.349873
681,0.350335
684,0.350096
687,0.349947
690,0.349861
693,0.349998
696,0.349513
699,0.34994
702,0.349587
705,0.349947
708,0.350077
711,0.349783
714,0.349481
717,0.348356
720,0.348208
723,0.347702
726,0.348321
729,0.347753
732,0.348098
735,0.346856
738,0.347373
741,0.34751
744,0.347588
747,0.348325
750,0.349168
753,0.349219
756,0.34916
759,0.349148
762,0.34916
765,0.348944
768,0.349469
771,0.349846
774,0.349783
777,0.349501
780,0.349654
783,0.349544
786,0.348944
789,0.348819
792,0.348086
795,0.34778
798,0.347353
801,0.34731
804,0.347134
807,0.346762
810,0.342659
813,0.342302
816,0.34269
819,0.342643
822,0.342435
825,0.342043
828,0.341381
831,0.340903
834,0.340409
837,0.340076
840,0.340354
843,0.341291
846,0.341926
849,0.343446
852,0.344532
855,0.344575
858,0.34512
861,0.346162
864,0.346334
867,0.34664
870,0.345958
873,0.345374
876,0.345135
879,0.344077
882,0.343423
885,0.339849
888,0.339144
891,0.338885
894,0.337976
897,0.337094
900,0.336918
903,0.336232
906,0.336306
909,0.335809
912,0.335926
915,0.336056
918,0.336393
921,0.336628
924,0.336706
927,0.336506
930,0.336976
933,0.337333
936,0.337208
939,0.336843
942,0.337553
945,0.337815
948,0.337929
951,0.337897
954,0.337776
957,0.337458
960,0.340425
963,0.341052
966,0.340644
969,0.340648
972,0.340974
975,0.341177
978,0.34142
981,0.341589
984,0.34162
987,0.341593
990,0.341557
993,0.34171
996,0.342204
999,0.342216
1002,0.342361
1005,0.342451
1008,0.342518
1011,0.342666
1014,0.34249
1017,0.342553
1020,0.34296
1023,0.343203
1026,0.343607
1029,0.345359
1032,0.347584
1035,0.350089
1038,0.352659
1041,0.355308
1044,0.356762
1047,0.359686
1050,0.361582
1053,0.362491
1056,0.364776
1059,0.366802
1062,0.368138
1065,0.369647
1068,0.3717
1071,0.372519
1074,0.373981
1077,0.375482
1080,0.376038
1083,0.377406
1086,0.378225
1089,0.378519
1092,0.378503
1095,0.377947
1098,0.377151
1101,0.37714
1104,0.375768
1107,0.375043
1110,0.368601
1113,0.368859
1116,0.369157
1119,0.368573
1122,0.367703
1125,0.36719
1128,0.366653
1131,0.366144
1134,0.36487
1137,0.363973
1140,0.363154
1143,0.362468
1146,0.361845
1149,0.361304
1152,0.360916
1155,0.361284
1158,0.363283
1161,0.362958
1164,0.36556
1167,0.367421
1170,0.36844
1173,0.37259
1176,0.376325
1179,0.377618
1182,0.381062
1185,0.378217
1188,0.38004
1191,0.38428
1194,0.387007
1197,0.387842
1200,0.38968
1203,0.39149
1206,0.392595
1209,0.394903
1212,0.396063
1215,0.396961
1218,0.398626
1221,0.401032
1224,0.402
1227,0.406264
1230,0.409128
1233,0.410829
1236,0.412941
1239,0.416958
1242,0.418224
1245,0.422883
1248,0.425556
1251,0.427049
1254,0.430019
1257,0.432825
1260,0.431747
1263,0.437966
1266,0.440419
1269,0.441387
1272,0.448245
1275,0.453927
1278,0.455844
1281,0.461569
1284,0.46673
1287,0.469802
1290,0.475285
1293,0.480108
1296,0.483776
1299,0.489972
1302,0.495897
1305,0.497566
1308,0.502179
1311,0.507571
1314,0.509519
1317,0.514734
1320,0.517905
1323,0.521663
1326,0.525017
1329,0.527466
1332,0.528756
1335,0.538541
1338,0.540833
1341,0.541335
1344,0.544885
1347,0.547918
1350,0.54833
1353,0.552143
1356,0.553671
1359,0.553628
1362,0.556018
1365,0.558812
1368,0.559028
1371,0.560991
1374,0.564428
1377,0.565208
1380,0.567136
1383,0.569926
1386,0.571129
1389,0.572842
1392,0.575565
1395,0.576937
1398,0.5789
1401,0.579758
1404,0.580577
1407,0.58122
1410,0.595754
1413,0.59657
1416,0.596812
1419,0.597416
1422,0.597146
1425,0.5976
1428,0.597632
1431,0.598603
1434,0.599779
1437,0.601006
1440,0.600959
1443,0.602342
1446,0.601515
1449,0.601456
1452,0.602216
1455,0.602667
1458,0.60206
1461,0.60215
1464,0.602271
1467,0.602381
1470,0.602824
1473,0.603196
1476,0.603059
1479,0.6034
1482,0.60398
1485,0.602624
1488,0.602585
1491,0.603796
1494,0.603126
1497,0.603271
1500,0.603231
1503,0.602205
1506,0.602487
1509,0.602185
1512,0.602695
1515,0.602781
1518,0.601636
1521,0.600586
1524,0.600586
1527,0.599795
1530,0.59943
1533,0.599708
1536,0.600602
1539,0.600719
1542,0.60282
1545,0.60483
1548,0.60639
1551,0.614408
1554,0.621156
1557,0.625419
1560,0.644637
1563,0.646502
1566,0.650766
1569,0.656808
1572,0.665908
1575,0.670548
1578,0.673886
1581,0.677938
1584,0.681967
1587,0.682782
1590,0.685917
1593,0.688272
1596,0.689502
1599,0.688868
1602,0.69047
1605,0.691344
1608,0.691387
1611,0.691199
1614,0.692175
1617,0.692622
1620,0.693041
1623,0.693531
1626,0.695138
1629,0.695177
1632,0.695835
1635,0.70979
1638,0.709292
1641,0.708716
1644,0.707156
1647,0.706396
1650,0.706537
1653,0.70533
1656,0.706322
1659,0.70591
1662,0.704766
1665,0.703767
1668,0.702231
1671,0.701694
1674,0.701494
1677,0.699895
1680,0.699715
1683,0.700079
1686,0.699723
1689,0.699871
1692,0.699887
1695,0.700232
1698,0.700138
1701,0.700726
1704,0.700534
1707,0.701259
1710,0.695322
1713,0.69558
1716,0.694272
1719,0.695071
1722,0.695467
1725,0.694977
1728,0.694542
1731,0.694256
1734,0.694162
1737,0.693672
1740,0.693523
1743,0.693245
1746,0.692708
1749,0.692387
1752,0.692618
1755,0.691826
1758,0.691971
1761,0.692246
1764,0.692869
1767,0.693166
1770,0.693159
1773,0.693206
1776,0.693268
1779,0.696854
1782,0.698484
1785,0.717373
1788,0.721617
1791,0.724117
1794,0.730818
1797,0.732295
1800,0.735191
1803,0.736206
1806,0.73657
1809,0.737201
1812,0.738463
1815,0.739078
1818,0.739259
1821,0.742974
1824,0.748797
1827,0.750396
1830,0.756293
1833,0.757704
1836,0.759217
