framenum,queue density
1,0.260933
2,0.260933
3,0.260933
4,0.260933
5,0.246085
6,0.246085
7,0.246085
8,0.246085
9,0.252708
10,0.252708
11,0.252708
12,0.252708
13,0.283842
14,0.283842
15,0.283842
16,0.283842
17,0.309404
18,0.309404
19,0.309404
20,0.309404
21,0.319926
22,0.319926
23,0.319926
24,0.319926
25,0.330942
26,0.330942
27,0.330942
28,0.330942
29,0.325028
30,0.325028
31,0.325028
32,0.325028
33,0.322124
34,0.322124
35,0.322124
36,0.322124
37,0.322301
38,0.322301
39,0.322301
40,0.322301
41,0.326051
42,0.326051
43,0.326051
44,0.326051
45,0.310047
46,0.310047
47,0.310047
48,0.310047
49,0.306026
50,0.306026
51,0.306026
52,0.306026
53,0.302096
54,0.302096
55,0.302096
56,0.302096
57,0.299517
58,0.299517
59,0.299517
60,0.299517
61,0.299427
62,0.299427
63,0.299427
64,0.299427
65,0.297766
66,0.297766
67,0.297766
68,0.297766
69,0.296206
70,0.296206
71,0.296206
72,0.296206
73,0.294309
74,0.294309
75,0.294309
76,0.294309
77,0.297793
78,0.297793
79,0.297793
80,0.297793
81,0.298882
82,0.298882
83,0.298882
84,0.298882
85,0.30978
86,0.30978
87,0.30978
88,0.30978
89,0.335401
90,0.335401
91,0.335401
92,0.335401
93,0.353502
94,0.353502
95,0.353502
96,0.353502
97,0.379926
98,0.379926
99,0.379926
100,0.379926
101,0.400656
102,0.400656
103,0.400656
104,0.400656
105,0.410214
106,0.410214
107,0.410214
108,0.410214
109,0.40769
110,0.40769
111,0.40769
112,0.40769
113,0.402137
114,0.402137
115,0.402137
116,0.402137
117,0.395087
118,0.395087
119,0.395087
120,0.395087
121,0.386611
122,0.386611
123,0.386611
124,0.386611
125,0.403595
126,0.403595
127,0.403595
128,0.403595
129,0.41572
130,0.41572
131,0.41572
132,0.41572
133,0.426461
134,0.426461
135,0.426461
136,0.426461
137,0.433264
138,0.433264
139,0.433264
140,0.433264
141,0.433287
142,0.433287
143,0.433287
144,0.433287
145,0.419874
146,0.419874
147,0.419874
148,0.419874
149,0.418859
150,0.418859
151,0.418859
152,0.418859
153,0.410288
154,0.410288
155,0.410288
156,0.410288
157,0.397603
158,0.397603
159,0.397603
160,0.397603
161,0.388531
162,0.388531
163,0.388531
164,0.388531
165,0.381791
