framenum,queue density,dynamic density
1061,0.846742,0.0149147
1062,0.846844,0.0141937
1063,0.846765,0.0133472
1064,0.846491,0.0122774
1065,0.846812,0.0120972
1066,0.846961,0.0116504
1067,0.847032,0.0104278
1068,0.847044,0.00845664
1069,0.846989,0.00808436
1070,0.847008,0.00747696
1071,0.847079,0.00806085
1072,0.847616,0.00768073
1073,0.847381,0.00724575
1074,0.847326,0.00757493
1075,0.847651,0.00780221
1076,0.84762,0.00769641
1077,0.847588,0.00786491
1078,0.847773,0.0074221
1079,0.847906,0.00709684
1080,0.847608,0.00742993
1081,0.847506,0.007234
1082,0.84731,0.00724575
1083,0.847232,0.00755925
1084,0.847334,0.00799423
1085,0.84733,0.00778262
1086,0.846366,0.0136333
1087,0.846381,0.0131317
1088,0.846084,0.0129201
1089,0.846213,0.0128887
1090,0.846491,0.0127555
1091,0.846668,0.0115916
1092,0.846652,0.0119639
1093,0.846491,0.00994576
1094,0.846468,0.00942457
1095,0.846491,0.00993793
1096,0.84646,0.0101025
1097,0.84664,0.0099105
1098,0.846448,0.0100555
1099,0.846652,0.0102906
1100,0.846656,0.00990266
1101,0.846436,0.0104905
1102,0.846315,0.0112781
1103,0.84615,0.0111527
1104,0.846111,0.0118385
1105,0.846189,0.0118346
1106,0.846001,0.0106982
1107,0.845907,0.0107413
1108,0.845974,0.0105218
1109,0.846009,0.0102044
1110,0.845982,0.0103376
1111,0.846358,0.0154712
1112,0.846052,0.0134217
1113,0.846479,0.0130572
1114,0.846758,0.0124812
1115,0.846722,0.011576
1116,0.846566,0.0121442
1117,0.846523,0.0122304
1118,0.846452,0.0095774
1119,0.846679,0.0101966
1120,0.847353,0.0105414
1121,0.847224,0.00996144
1122,0.847342,0.0106864
1123,0.847247,0.0106472
1124,0.847369,0.0105336
1125,0.847208,0.0114388
1126,0.847024,0.0118934
1127,0.846444,0.0118268
1128,0.845539,0.0138292
1129,0.845606,0.0151538
1130,0.845378,0.0149931
1131,0.844986,0.0160237
1132,0.844967,0.0174815
1133,0.845225,0.017893
1134,0.844798,0.0193899
1135,0.84541,0.0208399
1136,0.846111,0.0261302
1137,0.845751,0.0263143
1138,0.845594,0.0253699
1139,0.845347,0.0248487
1140,0.845472,0.0246841
1141,0.845801,0.0239435
1142,0.845939,0.0218391
1143,0.845253,0.0210828
1144,0.84577,0.0201071
1145,0.845351,0.0189001
1146,0.845186,0.0188374
1147,0.844802,0.0185435
1148,0.845108,0.0171445
1149,0.845331,0.0163921
1150,0.845558,0.0167918
1151,0.845884,0.0164313
1152,0.846577,0.0158082
1153,0.847055,0.0159532
1154,0.847153,0.0159297
1155,0.846973,0.0157181
1156,0.846887,0.0157886
1157,0.846691,0.0163843
1158,0.846683,0.0167683
1159,0.846581,0.0171602
1160,0.846487,0.0171562
1161,0.845316,0.0235634
1162,0.844971,0.0229011
1163,0.844869,0.0220468
1164,0.844214,0.0219685
1165,0.844489,0.0208908
1166,0.844869,0.0203226
1167,0.844555,0.0206361
1168,0.845308,0.0198641
1169,0.845562,0.0196603
1170,0.846236,0.019143
1171,0.846648,0.0187708
1172,0.847357,0.0182417
1173,0.846664,0.0179518
1174,0.847436,0.016878
1175,0.847808,0.0158474
1176,0.847667,0.0157142
1177,0.847773,0.0150166
1178,0.847984,0.0143269
1179,0.847494,0.0145816
1180,0.847169,0.0140213
1181,0.847291,0.0133903
1182,0.847369,0.0137352
1183,0.84724,0.0137469
1184,0.847298,0.0131826
1185,0.847314,0.0137234
1186,0.846875,0.019194
1187,0.846926,0.0182692
1188,0.847106,0.0178264
1189,0.846981,0.0175599
1190,0.847075,0.0164665
1191,0.847322,0.0161922
1192,0.846867,0.0153693
1193,0.846867,0.0119757
1194,0.847204,0.0118581
1195,0.847106,0.0112742
1196,0.846946,0.0105806
1197,0.847369,0.0103337
1198,0.847228,0.00916985
1199,0.847271,0.00856245
1200,0.846715,0.00835476
1201,0.846577,0.00730845
1202,0.84666,0.00672456
1203,0.846852,0.00677942
1204,0.846852,0.00690874
1205,0.846479,0.00678334
1206,0.846354,0.00683428
1207,0.846534,0.00641106
1208,0.846601,0.00584284
1209,0.84657,0.00549016
1210,0.846609,0.00486316
1211,0.849207,0.00977726
1212,0.849003,0.00911499
1213,0.848537,0.00826462
1214,0.848466,0.00766506
1215,0.848505,0.00747696
1216,0.848259,0.00731237
1217,0.847961,0.00654038
1218,0.848235,0.00471033
1219,0.848184,0.00426359
1220,0.848078,0.00369537
1221,0.848157,0.00378159
1222,0.847921,0.0038482
1223,0.84782,0.00359349
1224,0.847682,0.00431845
1225,0.847592,0.0050395
1226,0.847655,0.00541962
1227,0.84789,0.00704198
1228,0.84769,0.00852718
1229,0.847682,0.00907972
1230,0.848004,0.0106394
1231,0.847722,0.0122069
1232,0.8476,0.0124459
1233,0.847197,0.0134922
1234,0.847146,0.0138645
1235,0.846695,0.0137391
1236,0.845523,0.0178185
1237,0.844955,0.0172699
1238,0.844826,0.0163686
1239,0.84483,0.0164234
1240,0.845026,0.0162667
1241,0.844896,0.0151538
1242,0.844747,0.0157142
1243,0.844947,0.0131513
1244,0.845045,0.0139076
1245,0.844857,0.0150558
1246,0.845594,0.0156358
1247,0.845778,0.0155692
1248,0.845845,0.0163137
1249,0.84588,0.0162785
1250,0.845406,0.0154124
1251,0.845911,0.0154438
1252,0.845778,0.0139154
1253,0.845703,0.0124577
1254,0.845645,0.011141
1255,0.846119,0.00998103
1256,0.846236,0.00939322
1257,0.846268,0.00962051
1258,0.846174,0.0103455
1259,0.846013,0.00921688
1260,0.846142,0.00899743
1261,0.846217,0.0149578
1262,0.845978,0.0139272
1263,0.846236,0.0137744
1264,0.846091,0.0131983
1265,0.845903,0.0119326
1266,0.845899,0.0115681
1267,0.845876,0.0109686
1268,0.845602,0.00844489
1269,0.845637,0.00902878
1270,0.845935,0.00911499
1271,0.845954,0.00877406
1272,0.846178,0.00911891
1273,0.846041,0.00906013
1274,0.845864,0.00854286
1275,0.846452,0.00929917
1276,0.846538,0.00954213
1277,0.846691,0.0101731
1278,0.846805,0.0117601
1279,0.847365,0.0131395
1280,0.847001,0.0131866
1281,0.84724,0.014711
1282,0.847412,0.0148403
1283,0.847537,0.0145385
1284,0.847436,0.0140957
1285,0.847287,0.0127751
1286,0.846444,0.0155261
1287,0.846201,0.0163333
1288,0.845829,0.0175129
1289,0.845684,0.0173052
1290,0.845598,0.0175951
1291,0.845672,0.0176578
1292,0.845613,0.0163333
1293,0.845833,0.0142681
1294,0.845758,0.0129632
1295,0.846099,0.0114035
1296,0.845868,0.0125125
1297,0.845045,0.0148128
1298,0.845308,0.0152831
1299,0.845762,0.0168467
1300,0.846056,0.0182339
1301,0.846342,0.0181673
1302,0.846405,0.0181399
1303,0.846562,0.0168663
1304,0.846844,0.0160081
1305,0.846867,0.0160904
1306,0.846695,0.0152243
1307,0.846887,0.0148364
1308,0.846997,0.0143152
1309,0.84662,0.0133198
1310,0.846154,0.0128691
1311,0.846534,0.0186728
1312,0.846479,0.0174933
1313,0.84624,0.016831
1314,0.845841,0.0170426
1315,0.845555,0.0168976
1316,0.845504,0.0161687
1317,0.845531,0.0166115
1318,0.846041,0.0138841
1319,0.846009,0.0126301
1320,0.845982,0.012634
1321,0.846064,0.0116347
1322,0.846346,0.0103612
1323,0.846601,0.0100045
1324,0.846848,0.00867217
1325,0.846573,0.00732021
1326,0.846456,0.00734372
1327,0.846342,0.00600743
1328,0.846526,0.00550975
1329,0.846511,0.00581149
1330,0.846828,0.00637187
1331,0.846726,0.00628174
1332,0.846836,0.00669321
1333,0.846495,0.00703414
1334,0.846609,0.00706157
1335,0.846836,0.00772776
1336,0.84686,0.0146326
1337,0.846852,0.013794
1338,0.846636,0.0140213
1339,0.847083,0.0143034
1340,0.847392,0.0140526
1341,0.847537,0.014468
1342,0.847424,0.0143583
1343,0.847099,0.0120619
1344,0.847106,0.0122421
1345,0.847032,0.0122382
1346,0.847157,0.0119051
1347,0.847173,0.0127359
1348,0.846938,0.0132375
1349,0.846577,0.0132179
1350,0.846291,0.0142838
1351,0.846033,0.0151303
1352,0.846366,0.0148246
1353,0.846456,0.016302
1354,0.846276,0.0169917
1355,0.846005,0.0170975
1356,0.846299,0.0181908
1357,0.846358,0.0192724
1358,0.846385,0.0191117
1359,0.845794,0.0212944
1360,0.846323,0.0210632
1361,0.846276,0.027008
1362,0.845778,0.0276585
1363,0.845982,0.0272196
1364,0.846052,0.0256952
1365,0.845684,0.0261811
1366,0.845433,0.0264633
1367,0.845006,0.0262007
1368,0.845037,0.0250212
1369,0.84461,0.0254601
1370,0.844183,0.0244334
1371,0.844963,0.0246371
1372,0.845954,0.0248487
1373,0.846037,0.0239905
1374,0.845696,0.0242139
1375,0.846017,0.0234929
1376,0.846068,0.0225719
1377,0.845731,0.0228502
1378,0.846029,0.0220272
1379,0.845962,0.0204323
1380,0.845935,0.0206831
1381,0.846452,0.02064
1382,0.846236,0.0192371
1383,0.846534,0.0195114
1384,0.846432,0.0188883
1385,0.846762,0.0171092
1386,0.846413,0.0239984
1387,0.846272,0.0225798
1388,0.846656,0.0205185
1389,0.846566,0.0206557
1390,0.846542,0.0195428
1391,0.846679,0.0183711
1392,0.847878,0.0188374
1393,0.847357,0.0153889
1394,0.847573,0.0147305
1395,0.847918,0.0154555
1396,0.848631,0.0162275
1397,0.848384,0.0141271
1398,0.848944,0.0145072
1399,0.849097,0.0156475
1400,0.849477,0.0144641
1401,0.84914,0.0148089
1402,0.849156,0.0149226
1403,0.849183,0.0129554
1404,0.849802,0.0131709
1405,0.84974,0.0124342
1406,0.849728,0.0106041
1407,0.849759,0.0108823
1408,0.849947,0.0116426
1409,0.850155,0.0112781
1410,0.850281,0.0113918
1411,0.850026,0.019723
1412,0.850269,0.0186062
1413,0.850249,0.0194722
1414,0.849936,0.0197936
1415,0.850104,0.0192841
1416,0.850159,0.0208555
1417,0.850445,0.0217529
1418,0.850817,0.0186532
1419,0.850516,0.0207301
1420,0.850669,0.0223878
1421,0.850857,0.0227718
1422,0.850829,0.0251191
1423,0.851335,0.026138
1424,0.851507,0.0251975
1425,0.85186,0.0285951
1426,0.851809,0.0322356
1427,0.85175,0.0339363
1428,0.852173,0.0432511
1429,0.852146,0.0484513
1430,0.852075,0.0488902
1431,0.851319,0.0567551
1432,0.851147,0.0623785
1433,0.850915,0.0622061
1434,0.851554,0.0703101
1435,0.851064,0.0712153
1436,0.853082,0.0758551
1437,0.853815,0.0809338
1438,0.852945,0.0852992
1439,0.853329,0.0834065
1440,0.85396,0.0951235
1441,0.853525,0.0994498
1442,0.853114,0.0999318
1443,0.853498,0.107334
1444,0.854423,0.114173
1445,0.854548,0.113926
1446,0.854795,0.125216
1447,0.85704,0.130451
1448,0.856315,0.128162
1449,0.856672,0.138759
1450,0.856743,0.143081
1451,0.85668,0.139354
1452,0.856484,0.151052
1453,0.856668,0.153466
1454,0.856762,0.148089
1455,0.857099,0.157866
1456,0.856837,0.159536
1457,0.856304,0.155519
1458,0.856817,0.168141
1459,0.856527,0.172385
1460,0.856547,0.16831
1461,0.858584,0.183777
1462,0.857848,0.183895
1463,0.857358,0.179427
1464,0.857844,0.190177
1465,0.857867,0.198798
1466,0.858106,0.194636
1467,0.858929,0.21564
1468,0.85947,0.224877
1469,0.858859,0.22336
1470,0.859768,0.240979
1471,0.861704,0.252014
1472,0.861649,0.245964
1473,0.860873,0.264202
1474,0.861817,0.272584
1475,0.861762,0.266047
1476,0.863005,0.279853
1477,0.862754,0.285664
1478,0.864831,0.276977
1479,0.863734,0.289419
1480,0.861904,0.294278
1481,0.863001,0.284128
1482,0.86489,0.298114
1483,0.866132,0.303522
1484,0.866434,0.292177
1485,0.86572,0.307743
1486,0.866994,0.312379
1487,0.867554,0.300873
1488,0.868381,0.316509
1489,0.868707,0.32236
1490,0.869071,0.314706
1491,0.871548,0.334339
1492,0.87279,0.339743
1493,0.873284,0.327238
1494,0.876493,0.34392
1495,0.878868,0.35117
1496,0.879103,0.34193
1497,0.880537,0.358377
1498,0.878229,0.362135
1499,0.876701,0.351378
1500,0.875643,0.367425
1501,0.871928,0.372574
1502,0.870654,0.359321
1503,0.86989,0.375521
1504,0.868287,0.376834
1505,0.867594,0.36411
1506,0.867425,0.377477
1507,0.867476,0.377782
1508,0.866645,0.36534
1509,0.866626,0.380471
1510,0.866661,0.382187
1511,0.870458,0.367903
1512,0.869765,0.380533
1513,0.871599,0.385588
1514,0.872343,0.373037
1515,0.874381,0.388625
1516,0.873448,0.393696
1517,0.874624,0.379926
1518,0.874514,0.393861
1519,0.875176,0.393814
1520,0.874902,0.379499
1521,0.874847,0.394562
1522,0.871602,0.400511
1523,0.872527,0.385087
1524,0.873934,0.397513
1525,0.873856,0.39649
1526,0.875611,0.381458
1527,0.877324,0.394962
1528,0.879322,0.396087
1529,0.879032,0.382011
1530,0.87788,0.392909
1531,0.878253,0.392634
1532,0.877919,0.381352
1533,0.879499,0.392485
1534,0.879377,0.392054
1535,0.879844,0.378511
1536,0.878789,0.392007
1537,0.878006,0.392489
1538,0.875635,0.381317
1539,0.875,0.397541
1540,0.874169,0.401024
1541,0.873997,0.387183
1542,0.874322,0.407537
1543,0.873166,0.40682
1544,0.874122,0.39562
1545,0.873918,0.416108
1546,0.87549,0.419732
1547,0.876352,0.405304
1548,0.87567,0.423134
1549,0.876767,0.425144
1550,0.875623,0.416417
1551,0.875748,0.433805
1552,0.877716,0.434067
1553,0.878092,0.420767
1554,0.879706,0.431571
1555,0.880255,0.429905
1556,0.880663,0.414552
1557,0.882595,0.425129
1558,0.883504,0.423455
1559,0.882979,0.407733
1560,0.884303,0.42108
1561,0.882516,0.419176
1562,0.880714,0.404822
1563,0.879103,0.418729
1564,0.875545,0.417632
1565,0.875968,0.40309
1566,0.876109,0.416691
1567,0.874859,0.417828
1568,0.875533,0.399559
1569,0.876211,0.418463
1570,0.877688,0.42023
1571,0.877414,0.404822
1572,0.877669,0.424466
1573,0.876771,0.428691
1574,0.876317,0.413944
1575,0.877226,0.435188
1576,0.878186,0.438421
1577,0.877935,0.422687
1578,0.877183,0.445345
1579,0.876795,0.45024
1580,0.879111,0.436732
1581,0.879448,0.457325
1582,0.880514,0.460483
1583,0.882324,0.442802
1584,0.884236,0.465088
1585,0.884276,0.469728
1586,0.885871,0.449327
1587,0.883304,0.472972
1588,0.883386,0.47581
1589,0.88399,0.456812
1590,0.882312,0.478357
1591,0.882148,0.478737
1592,0.881909,0.45854
1593,0.878413,0.475719
1594,0.872582,0.47224
1595,0.872382,0.453641
1596,0.868381,0.475919
1597,0.86601,0.477283
1598,0.862919,0.460597
1599,0.861598,0.486022
1600,0.858114,0.492515
1601,0.857562,0.476989
1602,0.857522,0.49795
1603,0.858788,0.503597
1604,0.858757,0.48719
1605,0.858459,0.508261
1606,0.86123,0.511145
1607,0.861414,0.49248
1608,0.86016,0.510859
1609,0.858851,0.516514
1610,0.858874,0.503942
1611,0.863565,0.519958
1612,0.862676,0.521439
1613,0.862103,0.50696
1614,0.86572,0.525719
1615,0.86817,0.527184
1616,0.86844,0.511384
1617,0.867786,0.528599
1618,0.865121,0.523497
1619,0.865262,0.505576
1620,0.862813,0.517113
1621,0.860787,0.511031
1622,0.861108,0.491731
1623,0.866285,0.50995
1624,0.86701,0.506501
1625,0.867621,0.481131
1626,0.866892,0.502919
1627,0.867021,0.501987
1628,0.866665,0.478467
1629,0.867331,0.502136
1630,0.865407,0.503174
1631,0.865842,0.480285
1632,0.863028,0.500921
1633,0.863177,0.497649
1634,0.862335,0.476205
1635,0.861218,0.497453
1636,0.862566,0.495713
1637,0.86411,0.477542
1638,0.866069,0.497684
1639,0.867739,0.499808
1640,0.867629,0.479791
1641,0.868444,0.501234
1642,0.868585,0.498742
1643,0.866747,0.474712
1644,0.867213,0.495838
1645,0.866379,0.495141
1646,0.86634,0.472298
1647,0.866367,0.493922
1648,0.865117,0.489086
1649,0.863201,0.459751
1650,0.860199,0.482456
1651,0.861665,0.473141
1652,0.860183,0.445917
1653,0.859466,0.464484
1654,0.855986,0.461204
1655,0.856206,0.439256
1656,0.855308,0.456714
1657,0.852169,0.455597
1658,0.850418,0.435035
1659,0.848729,0.457278
1660,0.850288,0.455993
1661,0.852087,0.434216
1662,0.855042,0.452219
1663,0.857479,0.453822
1664,0.856515,0.435231
1665,0.854427,0.453802
1666,0.856468,0.454793
1667,0.856284,0.438272
1668,0.857319,0.452744
1669,0.85918,0.454194
1670,0.858961,0.438942
1671,0.860881,0.456894
1672,0.861923,0.459198
1673,0.863209,0.442124
1674,0.864478,0.458379
1675,0.863593,0.462341
1676,0.86266,0.444852
1677,0.85949,0.462842
1678,0.856605,0.462999
1679,0.856417,0.44406
1680,0.854336,0.461142
1681,0.850061,0.458838
1682,0.845982,0.439914
1683,0.842196,0.45118
1684,0.840511,0.44799
1685,0.837184,0.429874
1686,0.832388,0.443182
1687,0.835389,0.439659
1688,0.835303,0.420285
1689,0.837709,0.42978
1690,0.836608,0.425391
1691,0.836902,0.409191
1692,0.840241,0.419811
1693,0.84307,0.419356
1694,0.844171,0.406542
1695,0.841589,0.418537
1696,0.837411,0.421167
1697,0.836071,0.409814
1698,0.837451,0.418384
1699,0.837776,0.412698
1700,0.833293,0.402106
1701,0.831302,0.412706
1702,0.831416,0.412138
1703,0.831122,0.401459
1704,0.829625,0.409285
1705,0.832787,0.407232
1706,0.835969,0.397356
1707,0.84039,0.403924
1708,0.843395,0.401201
1709,0.844904,0.387179
1710,0.846123,0.395707
1711,0.844426,0.389758
1712,0.845331,0.371912
1713,0.846091,0.392548
1714,0.839312,0.39189
1715,0.838446,0.375274
1716,0.835687,0.390526
1717,0.834241,0.390604
1718,0.833548,0.371587
1719,0.833814,0.386748
1720,0.835197,0.388379
1721,0.835421,0.376321
1722,0.833571,0.391204
1723,0.836851,0.390291
1724,0.83615,0.375266
1725,0.841847,0.387818
1726,0.848039,0.385937
1727,0.84994,0.370693
1728,0.852318,0.383743
1729,0.855986,0.377222
1730,0.858255,0.357605
1731,0.856723,0.373472
1732,0.850641,0.370121
1733,0.845782,0.352734
1734,0.832364,0.373068
1735,0.823915,0.374553
1736,0.799756,0.372586
1737,0.8013,0.385389
1738,0.798875,0.38511
1739,0.795363,0.369596
1740,0.789999,0.381243
1741,0.780362,0.382814
1742,0.779508,0.371073
1743,0.777306,0.374091
1744,0.763006,0.383625
1745,0.761737,0.371975
1746,0.760682,0.380843
1747,0.766702,0.38029
1748,0.717855,0.380639
1749,0.71633,0.385291
1750,0.715695,0.380251
1751,0.715131,0.364325
1752,0.711396,0.376019
1753,0.668181,0.385796
1754,0.662871,0.376567
1755,0.653658,0.381054
1756,0.648697,0.384711
1757,0.64624,0.37406
1758,0.642905,0.384617
1759,0.636172,0.383002
1760,0.631466,0.374643
1761,0.620133,0.379863
1762,0.612907,0.375458
1763,0.610313,0.363738
1764,0.598278,0.3719
1765,0.589896,0.368295
1766,0.58863,0.363134
1767,0.603486,0.372668
1768,0.611233,0.375819
1769,0.617974,0.37027
1770,0.625263,0.382759
1771,0.63098,0.386854
1772,0.643669,0.375345
1773,0.654492,0.382822
1774,0.659222,0.381113
1775,0.663078,0.372135
1776,0.680039,0.381654
1777,0.689287,0.379424
1778,0.694758,0.370854
1779,0.69966,0.379428
1780,0.705585,0.378319
1781,0.706126,0.365074
1782,0.702383,0.375176
1783,0.697532,0.373099
1784,0.695537,0.359211
1785,0.684984,0.36688
1786,0.685384,0.361363
1787,0.687672,0.347506
1788,0.68844,0.355986
1789,0.684173,0.353459
1790,0.681163,0.337498
1791,0.67025,0.34655
1792,0.66358,0.339908
1793,0.661354,0.32254
1794,0.652216,0.331024
1795,0.643038,0.323845
1796,0.638241,0.311473
1797,0.632195,0.315502
1798,0.625466,0.312657
1799,0.626854,0.302354
1800,0.621524,0.311128
1801,0.624075,0.308389
1802,0.624334,0.302566
1803,0.62451,0.311473
1804,0.626419,0.312053
1805,0.628754,0.306532
1806,0.631917,0.317943
1807,0.63321,0.320674
1808,0.633962,0.318406
1809,0.632587,0.330005
1810,0.631826,0.329621
1811,0.619616,0.327266
1812,0.623064,0.336138
1813,0.623789,0.336357
1814,0.622708,0.332004
1815,0.6229,0.338658
1816,0.620105,0.336589
1817,0.619588,0.332184
1818,0.614251,0.33845
1819,0.606359,0.341832
1820,0.602875,0.335115
1821,0.600089,0.344951
1822,0.590531,0.345578
1823,0.585601,0.337427
1824,0.584069,0.345609
1825,0.578539,0.346542
1826,0.573923,0.340307
1827,0.566082,0.344109
1828,0.555011,0.344297
1829,0.551437,0.332462
1830,0.544783,0.339367
1831,0.545324,0.337795
1832,0.544372,0.328618
1833,0.540508,0.336295
1834,0.532886,0.336467
1835,0.528826,0.332442
1836,0.511023,0.336059
1837,0.518316,0.336189
1838,0.520229,0.331439
1839,0.523877,0.332521
1840,0.526232,0.326502
1841,0.526691,0.317226
1842,0.529469,0.317144
1843,0.52805,0.310952
1844,0.527635,0.302155
1845,0.52905,0.304016
1846,0.533928,0.296559
1847,0.533901,0.288988
1848,0.538894,0.286844
1849,0.541108,0.278352
1850,0.541809,0.27004
1851,0.541997,0.267948
1852,0.540124,0.258171
1853,0.538572,0.246508
1854,0.533697,0.245944
1855,0.522215,0.240583
1856,0.518395,0.234646
1857,0.510165,0.241716
1858,0.508116,0.24422
1859,0.503793,0.24025
1860,0.497613,0.242566
1861,0.491222,0.243401
1862,0.490383,0.237201
1863,0.489945,0.24134
1864,0.484333,0.24404
1865,0.479646,0.24257
1866,0.466299,0.245807
1867,0.458356,0.243977
1868,0.454876,0.239502
1869,0.449962,0.249428
1870,0.448876,0.250004
1871,0.448422,0.242664
1872,0.453633,0.24623
1873,0.459014,0.242257
1874,0.462259,0.235603
1875,0.469649,0.239717
1876,0.477992,0.245529
1877,0.479619,0.246387
1878,0.489607,0.257857
1879,0.496638,0.264597
1880,0.498417,0.26582
1881,0.502743,0.275327
1882,0.513966,0.279955
1883,0.502704,0.280782
1884,0.492037,0.290363
1885,0.494655,0.293282
1886,0.48603,0.288509
1887,0.492155,0.299737
1888,0.497371,0.306242
1889,0.502528,0.297256
1890,0.508696,0.312284
1891,0.517689,0.315588
1892,0.519351,0.307147
1893,0.531275,0.317857
1894,0.542687,0.319475
1895,0.54599,0.311258
1896,0.545195,0.317026
1897,0.539046,0.313186
1898,0.526616,0.310364
1899,0.523783,0.324009
1900,0.526886,0.328242
1901,0.530096,0.32428
1902,0.545602,0.331721
1903,0.558005,0.336663
1904,0.566344,0.337235
1905,0.581698,0.350014
1906,0.617966,0.358432
1907,0.629867,0.351731
1908,0.652749,0.362723
1909,0.671931,0.366022
1910,0.679855,0.359834
1911,0.685466,0.366375
1912,0.692649,0.362574
1913,0.696948,0.35474
1914,0.705906,0.359012
1915,0.713952,0.35168
1916,0.717514,0.334476
1917,0.727424,0.338485
1918,0.740454,0.330867
1919,0.743699,0.32323
1920,0.747159,0.330436
1921,0.7533,0.330076
1922,0.752747,0.314981
1923,0.754369,0.322877
1924,0.754832,0.315247
1925,0.719932,0.31489
1926,0.708022,0.319507
1927,0.698159,0.31547
1928,0.689663,0.304298
1929,0.672946,0.310889
1930,0.65249,0.303883
1931,0.64321,0.292695
1932,0.624212,0.293886
1933,0.544333,0.29686
1934,0.530453,0.285374
1935,0.511415,0.286284
1936,0.47336,0.28349
1937,0.470543,0.271894
1938,0.457854,0.280202
1939,0.44426,0.275723
1940,0.433244,0.259205
1941,0.423847,0.263245
1942,0.41925,0.258649
1943,0.427672,0.241677
1944,0.424537,0.239016
1945,0.420007,0.226225
1946,0.417891,0.210687
1947,0.403779,0.213685
1948,0.392744,0.205268
1949,0.391067,0.192136
1950,0.379695,0.192159
1951,0.373746,0.184212
1952,0.369835,0.177797
1953,0.363538,0.175046
1954,0.359278,0.164517
1955,0.360606,0.150382
1956,0.356613,0.149633
1957,0.349881,0.142572
1958,0.345276,0.134907
1959,0.339355,0.13357
1960,0.335072,0.126223
1961,0.335123,0.116104
1962,0.330989,0.115956
1963,0.328912,0.10862
1964,0.327219,0.102118
1965,0.321521,0.103525
1966,0.315835,0.0990619
1967,0.314679,0.0940067
1968,0.308468,0.091867
1969,0.303514,0.0852522
1970,0.299584,0.0797581
1971,0.290982,0.0785982
1972,0.27912,0.0712976
1973,0.272478,0.0628919
1974,0.254099,0.059898
1975,0.242833,0.0524367
1976,0.237676,0.0451635
1977,0.229395,0.0415191
1978,0.22338,0.0370635
1979,0.220515,0.0297746
1980,0.216028,0.027153
1981,0.21144,0.0196642
1982,0.20899,0.0140722
1983,0.204601,0.0120462
1984,0.202082,0.00701455
1985,0.199139,0.00511004
1986,0.176069,0.00504342
1987,0.174995,0.00450655
1988,0.175806,0.00414603
1989,0.174862,0.00373064
1990,0.175234,0.00384037
1991,0.175109,0.0039109
1992,0.175101,0.00390698
1993,0.174909,0.00407157
1994,0.174744,0.00371497
1995,0.174247,0.00400495
1996,0.174866,0.00353862
1997,0.173291,0.0033035
1998,0.170685,0.00296649
1999,0.170171,0.0033662
2000,0.16838,0.00369929
2001,0.167205,0.00451831
2002,0.172824,0.0118699
2003,0.17688,0.0167761
2004,0.183714,0.0278035
2005,0.195263,0.0410645
2006,0.203645,0.047934
2007,0.214841,0.0601488
2008,0.22818,0.0735038
2009,0.236159,0.0798483
2010,0.25531,0.0934306
2011,0.267952,0.105653
2012,0.273924,0.109513
2013,0.308225,0.122837
2014,0.327211,0.131568
2015,0.35704,0.137293
2016,0.384052,0.146682
2017,0.403779,0.155656
2018,0.429278,0.158787
2019,0.4572,0.171167
2020,0.469289,0.174494
2021,0.471366,0.176402
2022,0.483898,0.192167
2023,0.501748,0.201956
2024,0.514237,0.202599
2025,0.544752,0.221389
2026,0.5766,0.234431
2027,0.593493,0.235105
2028,0.62308,0.258958
2029,0.652894,0.272545
2030,0.663894,0.269464
2031,0.684467,0.285512
2032,0.682872,0.287114
2033,0.682602,0.274265
2034,0.683029,0.284128
2035,0.680822,0.279563
2036,0.691184,0.268265
2037,0.701016,0.276314
2038,0.686728,0.278144
2039,0.694436,0.26156
2040,0.697501,0.264503
2041,0.697183,0.262176
2042,0.660566,0.253025
2043,0.641737,0.262944
2044,0.580946,0.268935
2045,0.564777,0.264891
2046,0.53347,0.268971
2047,0.509217,0.267293
2048,0.495642,0.238894
2049,0.476613,0.247668
2050,0.455757,0.235755
2051,0.445063,0.228274
2052,0.433397,0.226252
2053,0.410856,0.216444
2054,0.404841,0.212204
2055,0.385965,0.205483
2056,0.375631,0.196713
2057,0.36808,0.185944
2058,0.350727,0.182715
2059,0.334637,0.172127
2060,0.325718,0.165222
2061,0.298318,0.158113
2062,0.287832,0.147298
2063,0.283141,0.134041
2064,0.281848,0.13292
2065,0.278971,0.12444
2066,0.275527,0.115548
2067,0.271651,0.112421
2068,0.271283,0.108463
2069,0.271933,0.0996497
2070,0.272153,0.0953704
2071,0.273493,0.0918984
2072,0.27332,0.0834104
2073,0.273497,0.0825091
2074,0.267321,0.0782416
2075,0.264593,0.0744874
2076,0.258884,0.074315
2077,0.247053,0.0699182
2078,0.243534,0.0613871
2079,0.226578,0.0581737
2080,0.214806,0.0526404
2081,0.209198,0.0470602
2082,0.197559,0.0432198
2083,0.188562,0.0383331
2084,0.184679,0.0346495
2085,0.179768,0.0335954
2086,0.168565,0.0281052
2087,0.168478,0.0225132
2088,0.169078,0.0208359
2089,0.168859,0.0141662
2090,0.168592,0.00959308
2091,0.168055,0.00879757
2092,0.168114,0.00898959
2093,0.168482,0.00911891
2094,0.167942,0.00917769
2095,0.168353,0.00987131
2096,0.168996,0.00923647
2097,0.16927,0.0093462
2098,0.169176,0.00807653
2099,0.169313,0.00787275
2100,0.171088,0.00902878
2101,0.174235,0.0121011
2102,0.176794,0.0139546
