framenum,queue density,dynamic density
2103,0.182123,0.0186728
2104,0.188139,0.0222741
2105,0.19203,0.024547
2106,0.198809,0.0296845
2107,0.207294,0.0343243
2108,0.211075,0.0356488
2109,0.220978,0.0424556
2110,0.235371,0.0486943
2111,0.242061,0.0484474
2112,0.266314,0.0566415
2113,0.292322,0.0601488
2114,0.299948,0.0590789
2115,0.340315,0.067132
2116,0.359803,0.0709214
2117,0.389919,0.0689502
2118,0.430086,0.0771483
2119,0.483682,0.0817371
2120,0.501528,0.0789195
2121,0.542483,0.0871959
2122,0.566681,0.0894845
2123,0.611884,0.0881913
2124,0.656358,0.095535
2125,0.678816,0.0981801
2126,0.699817,0.0957701
2127,0.7334,0.107985
2128,0.779508,0.118193
2129,0.796613,0.117985
2130,0.812955,0.12676
2131,0.827552,0.132085
2132,0.838861,0.131192
2133,0.85068,0.141572
2134,0.857773,0.148979
2135,0.860904,0.148606
2136,0.887771,0.161503
2137,0.891612,0.16514
2138,0.892172,0.160194
2139,0.893293,0.167217
2140,0.892775,0.168051
2141,0.893583,0.160582
2142,0.890283,0.163404
2143,0.889868,0.156863
2144,0.886251,0.147376
2145,0.885961,0.155711
2146,0.884836,0.159822
2147,0.88406,0.155335
2148,0.886407,0.163956
2149,0.891008,0.166245
2150,0.890365,0.164399
2151,0.887446,0.176175
2152,0.859979,0.183581
2153,0.855927,0.178671
2154,0.814538,0.192332
2155,0.784528,0.202524
2156,0.777188,0.20372
2157,0.738075,0.222729
2158,0.71305,0.227228
2159,0.70446,0.222467
2160,0.691803,0.229677
2161,0.647243,0.23175
2162,0.649418,0.235077
2163,0.649308,0.2444
2164,0.649641,0.25156
2165,0.650774,0.246171
2166,0.65162,0.255576
2167,0.649994,0.255529
2168,0.648567,0.244392
2169,0.646059,0.251517
2170,0.645856,0.249087
2171,0.644319,0.238773
2172,0.637603,0.243448
2173,0.638093,0.240152
2174,0.636133,0.231778
2175,0.632779,0.235277
2176,0.584962,0.235975
2177,0.571431,0.225469
2178,0.549897,0.229595
2179,0.523246,0.221965
2180,0.486167,0.210946
2181,0.445706,0.216287
2182,0.418388,0.2064
2183,0.407945,0.18877
2184,0.392372,0.191387
2185,0.363256,0.186708
2186,0.317375,0.171711
2187,0.308123,0.168114
2188,0.301524,0.154955
2189,0.299529,0.140996
2190,0.289191,0.141937
2191,0.277545,0.134256
2192,0.27459,0.121916
2193,0.267438,0.120956
2194,0.257571,0.115709
2195,0.253186,0.103627
2196,0.245427,0.101515
2197,0.235826,0.0926508
2198,0.233412,0.0824307
2199,0.226574,0.0791546
2200,0.219732,0.0705609
2201,0.216624,0.0618299
2202,0.208269,0.0603721
2203,0.202854,0.0543451
2204,0.199781,0.0485454
2205,0.197148,0.0469112
2206,0.195784,0.0418247
2207,0.194946,0.0360798
2208,0.193676,0.034626
2209,0.19105,0.030527
2210,0.189405,0.0255855
2211,0.17786,0.0261106
2212,0.17324,0.0232029
2213,0.171994,0.0204049
2214,0.168909,0.0200679
2215,0.167507,0.0173091
2216,0.166127,0.0153732
2217,0.165387,0.0131356
2218,0.163039,0.0132963
2219,0.162945,0.0100124
2220,0.163447,0.00825679
2221,0.163118,0.00688523
2222,0.163482,0.00609756
2223,0.163447,0.00603486
2224,0.161981,0.00585068
2225,0.162573,0.00619553
2226,0.162557,0.00548624
2227,0.162886,0.00569393
2228,0.162812,0.00601527
2229,0.163623,0.00719089
2230,0.162412,0.00666186
2231,0.162091,0.00585852
2232,0.162745,0.00715562
2233,0.162941,0.00683428
2234,0.162965,0.00705765
2235,0.1634,0.00782181
2236,0.163004,0.00820584
2237,0.16233,0.00731629
2238,0.163999,0.00725751
2239,0.163631,0.00716738
2240,0.164317,0.00779829
2241,0.165155,0.00785316
2242,0.164662,0.00822152
2243,0.164172,0.00806869
2244,0.163674,0.00744561
2245,0.165222,0.00858204
2246,0.165853,0.00855853
2247,0.166691,0.00937363
2248,0.166958,0.00958916
2249,0.165951,0.00927566
2250,0.165861,0.0106198
2251,0.166429,0.00995752
2252,0.16626,0.0109215
2253,0.167836,0.0118503
2254,0.167985,0.0127281
2255,0.168118,0.0129632
2256,0.167072,0.0135275
2257,0.166801,0.0136882
2258,0.16762,0.0141427
2259,0.168843,0.0148481
2260,0.168984,0.0150323
2261,0.168067,0.0149147
2262,0.167236,0.0154007
2263,0.168843,0.0168075
2264,0.16947,0.0160943
2265,0.169634,0.0170152
2266,0.171124,0.0182261
2267,0.171743,0.0193233
2268,0.174933,0.0236888
2269,0.183758,0.0301194
2270,0.186967,0.0338462
2271,0.197003,0.0413741
2272,0.20602,0.0498425
2273,0.210425,0.0541296
2274,0.219371,0.062163
2275,0.229638,0.0729709
2276,0.234944,0.0781044
2277,0.247774,0.0862946
2278,0.257908,0.0929643
2279,0.262595,0.0972906
2280,0.272842,0.106594
2281,0.280453,0.112966
2282,0.28289,0.115399
2283,0.288831,0.123797
2284,0.294082,0.126822
2285,0.296249,0.123237
2286,0.292906,0.130196
2287,0.297205,0.131619
2288,0.300842,0.127912
2289,0.303291,0.136102
2290,0.303232,0.136972
2291,0.303075,0.13252
2292,0.302358,0.138363
2293,0.300963,0.139621
2294,0.295395,0.134871
2295,0.288662,0.140773
2296,0.281805,0.141302
2297,0.279528,0.13629
2298,0.272713,0.14283
2299,0.268833,0.143947
2300,0.270926,0.138688
2301,0.274202,0.147086
2302,0.277012,0.146839
2303,0.278771,0.141525
2304,0.281432,0.146181
2305,0.288078,0.14544
2306,0.290504,0.144272
2307,0.289791,0.151071
2308,0.28943,0.155492
2309,0.288553,0.152999
2310,0.285962,0.1555
2311,0.279947,0.153689
2312,0.279551,0.147913
2313,0.276083,0.150511
2314,0.276522,0.145377
2315,0.27814,0.138817
2316,0.272447,0.138782
2317,0.270801,0.133707
2318,0.270809,0.127014
2319,0.270432,0.12866
2320,0.269147,0.126007
2321,0.268508,0.120693
2322,0.264562,0.122539
2323,0.257305,0.116853
2324,0.256,0.112734
2325,0.252614,0.109399
2326,0.250933,0.102867
2327,0.249702,0.100261
2328,0.242468,0.0985328
2329,0.238044,0.0952763
2330,0.234364,0.0911891
2331,0.228043,0.0900096
2332,0.220261,0.086855
2333,0.21635,0.0831243
2334,0.208504,0.0812982
2335,0.201741,0.0779124
2336,0.195749,0.0744874
2337,0.191137,0.0718109
2338,0.187915,0.0704394
2339,0.184408,0.0669752
2340,0.182895,0.0662855
2341,0.183534,0.0642125
2342,0.183013,0.0596315
2343,0.17969,0.0574958
2344,0.179608,0.0547605
2345,0.179208,0.0514687
2346,0.178099,0.0491371
2347,0.176673,0.0462176
2348,0.175368,0.0434001
2349,0.175375,0.0406413
2350,0.177139,0.0387799
2351,0.179412,0.038337
2352,0.182449,0.0389562
2353,0.188429,0.0386427
2354,0.192986,0.0362209
2355,0.197313,0.0336463
2356,0.201537,0.0308797
2357,0.204429,0.03019
2358,0.205679,0.030382
2359,0.20689,0.0309737
2360,0.206768,0.031201
2361,0.197171,0.0304408
2362,0.192524,0.0284736
2363,0.188985,0.0269649
2364,0.185325,0.0271726
2365,0.184545,0.0268395
2366,0.18009,0.0258872
2367,0.179181,0.0264554
2368,0.17737,0.0256795
2369,0.176896,0.0241747
2370,0.175066,0.024982
2371,0.170971,0.026185
2372,0.170046,0.0256756
2373,0.16724,0.0273136
2374,0.166492,0.0274351
2375,0.166934,0.0251113
2376,0.166445,0.0262203
2377,0.166445,0.0255463
2378,0.165645,0.0236183
2379,0.163604,0.0250643
2380,0.162169,0.0252994
2381,0.162107,0.0240219
2382,0.162455,0.0235438
2383,0.163055,0.022713
2384,0.165402,0.0259617
2385,0.174713,0.0350257
2386,0.181771,0.0468642
2387,0.188977,0.0523074
2388,0.200773,0.0622492
2389,0.224234,0.0703884
2390,0.233639,0.0724027
2391,0.252226,0.0782142
2392,0.285668,0.0901428
2393,0.298087,0.0999671
2394,0.318594,0.109399
2395,0.36322,0.120921
2396,0.372543,0.1248
2397,0.395252,0.129938
2398,0.415457,0.129671
2399,0.423569,0.122472
2400,0.431069,0.127398
2401,0.436783,0.12471
2402,0.438558,0.116524
2403,0.442179,0.120932
2404,0.438343,0.118871
2405,0.436767,0.113256
2406,0.437978,0.117911
2407,0.436179,0.117931
2408,0.435149,0.110947
2409,0.431242,0.116391
2410,0.38948,0.116567
2411,0.361343,0.108976
2412,0.358678,0.116434
2413,0.360293,0.114655
2414,0.341914,0.112879
2415,0.316046,0.110936
2416,0.305074,0.106531
2417,0.297824,0.0981566
2418,0.293173,0.0992774
2419,0.268924,0.0961032
2420,0.260557,0.0930505
2421,0.247966,0.090762
2422,0.23188,0.0859262
2423,0.225065,0.0777909
2424,0.214351,0.0752908
2425,0.20294,0.0693225
2426,0.198022,0.0623354
2427,0.190564,0.0608149
2428,0.1827,0.0528795
2429,0.178287,0.046296
2430,0.171594,0.0427887
2431,0.165986,0.0355665
2432,0.163897,0.0293592
2433,0.16012,0.0309345
2434,0.166405,0.0355939
2435,0.170066,0.0355704
2436,0.177817,0.0411389
2437,0.191148,0.0432198
2438,0.196556,0.0409626
2439,0.209096,0.0414054
2440,0.219195,0.0449049
2441,0.225598,0.0561869
2442,0.234196,0.0639539
2443,0.239909,0.073786
2444,0.24221,0.0806203
2445,0.242891,0.0844685
2446,0.241336,0.0868824
2447,0.239764,0.0870431
2448,0.23255,0.0912949
2449,0.226527,0.092929
2450,0.223983,0.0907463
2451,0.216228,0.0932778
2452,0.206306,0.0938617
2453,0.20109,0.0913811
2454,0.188468,0.0942771
2455,0.185807,0.0951549
2456,0.186395,0.0924549
2457,0.187578,0.0942222
2458,0.193621,0.0943711
2459,0.19433,0.0898842
2460,0.197171,0.0956408
2461,0.194656,0.0966714
2462,0.197802,0.0921688
2463,0.196615,0.0951509
2464,0.191572,0.0892337
2465,0.190874,0.0813883
2466,0.188585,0.0821525
2467,0.185991,0.0746873
2468,0.185525,0.0683664
2469,0.185823,0.066889
2470,0.185239,0.0633856
2471,0.183828,0.0568844
2472,0.178514,0.0563123
2473,0.173428,0.0509867
2474,0.171688,0.0448657
2475,0.169301,0.0419423
2476,0.166535,0.0372045
2477,0.165853,0.034383
2478,0.166746,0.0367617
2479,0.169525,0.0346142
2480,0.172146,0.030864
2481,0.176641,0.0289517
2482,0.183185,0.0274978
2483,0.187602,0.0264437
2484,0.192739,0.0279681
2485,0.193331,0.0290927
2486,0.192982,0.0287596
2487,0.194236,0.0280739
2488,0.1877,0.0261811
2489,0.185521,0.0259656
2490,0.180811,0.0262791
2491,0.180066,0.0281326
2492,0.179047,0.0280699
2493,0.179157,0.0289713
2494,0.178601,0.0293592
2495,0.178056,0.0279798
2496,0.176183,0.0292456
2497,0.174043,0.0288459
2498,0.173248,0.0281562
2499,0.171022,0.0296884
2500,0.169791,0.0295316
2501,0.168772,0.0279289
2502,0.167691,0.0284501
2503,0.168404,0.0288263
2504,0.169133,0.0273136
2505,0.169274,0.028791
2506,0.168808,0.0290692
2507,0.168596,0.0271843
2508,0.169685,0.0290418
2509,0.173675,0.0343125
2510,0.176931,0.0372711
2511,0.181524,0.0469034
2512,0.189679,0.0532714
2513,0.196819,0.0568492
2514,0.210264,0.0658662
2515,0.224897,0.0755298
2516,0.231982,0.0787471
2517,0.243832,0.0866512
2518,0.254154,0.0952058
2519,0.259276,0.0969575
2520,0.274782,0.106927
2521,0.285461,0.114643
2522,0.290198,0.11623
2523,0.313103,0.12433
2524,0.325835,0.124353
2525,0.330561,0.116594
2526,0.341091,0.123068
2527,0.350688,0.124024
2528,0.354497,0.119349
2529,0.356841,0.123965
2530,0.355489,0.124432
2531,0.357714,0.121367
2532,0.35559,0.125153
2533,0.353898,0.126136
2534,0.350441,0.124828
2535,0.341283,0.129318
2536,0.331823,0.131129
2537,0.329813,0.128699
2538,0.327583,0.134393
2539,0.318229,0.135604
2540,0.315506,0.132888
2541,0.300446,0.137708
2542,0.291641,0.137462
2543,0.286342,0.133845
2544,0.277067,0.138155
2545,0.275284,0.139053
2546,0.263622,0.135244
2547,0.244298,0.140467
2548,0.237464,0.139652
2549,0.236418,0.134742
2550,0.233682,0.136811
2551,0.234897,0.131889
2552,0.235269,0.126199
2553,0.235653,0.125223
2554,0.235183,0.120815
2555,0.235375,0.114235
2556,0.237037,0.116414
2557,0.230692,0.110215
2558,0.227557,0.102506
2559,0.220766,0.101923
2560,0.211914,0.0938303
2561,0.194605,0.0882579
2562,0.18835,0.0852169
2563,0.180944,0.0789587
2564,0.177809,0.0708077
2565,0.171139,0.0687739
2566,0.1655,0.0613714
2567,0.163102,0.0537808
2568,0.158736,0.0499248
2569,0.153717,0.0414799
2570,0.151487,0.0347671
2571,0.148618,0.0307308
2572,0.146588,0.024018
2573,0.145809,0.0181477
2574,0.14457,0.0151969
2575,0.144398,0.0109803
2576,0.144574,0.00634052
2577,0.144555,0.00433021
2578,0.144417,0.00215923
2579,0.144602,0.00116387
2580,0.144617,0.000744561
2581,0.144613,0.000364443
2582,0.14468,0.000293906
2583,0.144413,0.000333093
2584,0.144551,0.000384037
2585,0.144586,0.000246881
2586,0.14372,0.000470249
2587,0.143673,0.000446736
2588,0.144029,0.000501599
2589,0.143975,0.000470249
2590,0.14417,0.0001881
2591,0.14437,0.000258637
2592,0.144382,0.000352687
2593,0.144284,0.000333093
2594,0.144268,0.000364443
2595,0.144319,0.000407549
2596,0.144339,0.000431062
2597,0.144386,0.000348768
2598,0.144551,0.000376199
2599,0.144386,0.000278231
2600,0.144347,0.000278231
2601,0.144135,0.000274312
2602,0.144186,0.000301743
2603,0.144351,0.000305662
2604,0.144265,0.000309581
2605,0.144527,0.000207693
2606,0.144574,5.87811e-05
2607,0.144613,0.000227287
2608,0.144555,0.000199856
2609,0.144539,0.000223368
2610,0.144429,0.000231206
2611,0.143038,0.000391874
2612,0.143007,0.000329174
2613,0.143355,0.000160668
2614,0.143285,0.000380118
2615,0.143253,0.000387955
2616,0.143328,0.000564299
2617,0.143206,0.000576055
2618,0.143242,0.000603486
2619,0.143328,0.000572136
2620,0.143289,0.000446736
2621,0.143242,0.000501599
2622,0.143406,0.000599567
2623,0.143442,0.000666186
2624,0.143622,0.000525111
2625,0.145099,0.00250799
2626,0.152212,0.00941282
2627,0.156883,0.0135745
2628,0.167005,0.0225249
2629,0.177872,0.0279916
2630,0.182974,0.0303585
2631,0.193229,0.036362
2632,0.202536,0.0404061
2633,0.206929,0.0483298
2634,0.214077,0.0544078
2635,0.217651,0.0642242
2636,0.217318,0.0693774
2637,0.22039,0.0744365
2638,0.220711,0.0860869
2639,0.223133,0.0893708
2640,0.228086,0.100602
2641,0.240764,0.111602
2642,0.246293,0.113181
2643,0.26042,0.124812
2644,0.274249,0.138794
2645,0.283729,0.146702
2646,0.308703,0.166123
2647,0.329934,0.183197
2648,0.336565,0.19022
2649,0.360124,0.208473
2650,0.372543,0.223302
2651,0.379115,0.224219
2652,0.415978,0.24326
2653,0.437939,0.255012
2654,0.446027,0.247304
2655,0.459006,0.263143
2656,0.475888,0.267587
2657,0.486527,0.260506
2658,0.503895,0.276201
2659,0.512763,0.276659
2660,0.51194,0.26493
2661,0.518065,0.279265
2662,0.523446,0.278846
2663,0.529136,0.266553
2664,0.523277,0.275523
2665,0.517117,0.270781
2666,0.513304,0.257015
2667,0.508943,0.261874
2668,0.503515,0.257865
2669,0.500145,0.249048
2670,0.497586,0.255204
2671,0.500004,0.251011
2672,0.498985,0.243025
2673,0.483322,0.246297
2674,0.475625,0.246058
2675,0.482942,0.238879
2676,0.459292,0.243083
2677,0.449064,0.241704
2678,0.444742,0.235465
2679,0.437684,0.236759
2680,0.433276,0.230324
2681,0.417083,0.22427
2682,0.404065,0.230681
2683,0.39486,0.228231
2684,0.392188,0.220406
2685,0.389264,0.221754
2686,0.36025,0.220398
2687,0.361849,0.209147
2688,0.366065,0.207642
2689,0.365842,0.198139
2690,0.373295,0.185537
2691,0.375263,0.185059
2692,0.378938,0.177813
2693,0.380514,0.166123
2694,0.383946,0.168847
2695,0.386309,0.164423
2696,0.384597,0.153035
2697,0.378213,0.152702
2698,0.370537,0.147102
2699,0.366202,0.139213
2700,0.354325,0.137054
2701,0.345433,0.131266
2702,0.339716,0.123958
2703,0.32861,0.124349
2704,0.319593,0.118268
2705,0.315192,0.10822
2706,0.306046,0.107934
2707,0.295975,0.0992264
2708,0.291162,0.0886106
2709,0.284183,0.0860987
2710,0.281248,0.0776342
2711,0.272505,0.0701533
2712,0.273528,0.0690874
2713,0.274817,0.0630016
2714,0.275139,0.0559831
2715,0.275699,0.0536907
2716,0.275535,0.0510338
2717,0.275045,0.0470758
2718,0.275056,0.0481457
2719,0.275664,0.0471699
2720,0.271369,0.0457513
2721,0.265565,0.0465977
2722,0.259487,0.0461314
2723,0.2558,0.0444111
2724,0.251642,0.0459355
2725,0.249099,0.0462255
2726,0.246446,0.0453908
2727,0.245164,0.0467663
2728,0.244443,0.0469935
2729,0.245732,0.0491253
2730,0.248848,0.0551484
2731,0.251971,0.0607483
2732,0.254463,0.0620454
2733,0.25986,0.0692481
2734,0.26439,0.0746403
2735,0.259824,0.0763175
2736,0.248182,0.0831478
2737,0.253166,0.0894727
2738,0.255345,0.091291
2739,0.260059,0.0985603
2740,0.265883,0.104286
2741,0.267509,0.1038
2742,0.272376,0.107973
2743,0.274183,0.107887
2744,0.275774,0.105246
2745,0.276886,0.109646
2746,0.277345,0.109219
2747,0.27767,0.102832
2748,0.276232,0.109035
2749,0.278493,0.108455
2750,0.279422,0.103682
2751,0.278952,0.108142
2752,0.279061,0.107616
2753,0.280511,0.10099
2754,0.276792,0.105916
2755,0.278991,0.104775
2756,0.279261,0.100222
2757,0.27814,0.105496
2758,0.277353,0.104039
2759,0.280033,0.0990814
2760,0.277169,0.10445
2761,0.271302,0.102177
2762,0.271385,0.097028
2763,0.27075,0.100759
2764,0.270287,0.099442
2765,0.270315,0.0942967
2766,0.269825,0.0965303
2767,0.268806,0.0970868
2768,0.268367,0.0907189
2769,0.26812,0.0925724
2770,0.266937,0.089653
2771,0.267289,0.0847114
2772,0.266721,0.0874976
2773,0.267822,0.0826658
2774,0.266612,0.0746011
2775,0.264292,0.0781279
2776,0.264331,0.0791351
2777,0.263872,0.077787
2778,0.262705,0.0794877
2779,0.262015,0.079715
2780,0.261819,0.0769053
2781,0.260867,0.0795191
2782,0.260161,0.0814354
2783,0.259762,0.078606
2784,0.258343,0.0812316
2785,0.257497,0.0790449
2786,0.252853,0.0767211
2787,0.251979,0.0784963
2788,0.250204,0.0780848
2789,0.250329,0.0758316
2790,0.248958,0.0771678
2791,0.248574,0.0758707
2792,0.248503,0.0733432
2793,0.247327,0.0721088
2794,0.246438,0.0700397
2795,0.24632,0.065874
2796,0.244616,0.0687308
2797,0.2448,0.0688601
2798,0.243844,0.0665637
2799,0.243452,0.0677746
2800,0.242727,0.0656311
2801,0.242374,0.0613792
2802,0.240916,0.0628566
2803,0.240834,0.0599411
2804,0.240019,0.0559792
2805,0.239655,0.0576172
2806,0.239694,0.0559871
2807,0.240109,0.0524249
2808,0.241171,0.0526914
2809,0.241104,0.0494467
2810,0.240885,0.0448265
2811,0.239396,0.0461667
2812,0.239635,0.0418678
2813,0.23987,0.0375455
2814,0.240407,0.0368675
2815,0.240325,0.0344261
2816,0.240509,0.0308131
2817,0.240701,0.0319377
2818,0.240936,0.0282933
2819,0.240466,0.0260087
2820,0.240352,0.0251701
2821,0.240572,0.0225367
2822,0.240458,0.0180184
2823,0.240764,0.019002
2824,0.240301,0.0167996
2825,0.240564,0.0149813
2826,0.240289,0.0153144
2827,0.239631,0.0138018
2828,0.239615,0.0125909
2829,0.239239,0.0130847
2830,0.238616,0.0129162
2831,0.238573,0.0128848
2832,0.238232,0.0162236
2833,0.237766,0.018038
2834,0.237907,0.0168427
2835,0.237358,0.0176383
2836,0.237777,0.0210084
2837,0.237354,0.0187316
2838,0.237868,0.0179439
2839,0.237919,0.0158513
2840,0.238189,0.0147541
2841,0.238095,0.0147345
2842,0.238483,0.0145699
2843,0.238459,0.0133472
2844,0.238471,0.0144993
2845,0.238557,0.0150989
2846,0.238683,0.0146953
2847,0.238581,0.0152008
2848,0.238471,0.0144954
2849,0.238542,0.0141545
2850,0.238408,0.01437
2851,0.23889,0.0143034
2852,0.238949,0.0137979
2853,0.239404,0.014566
2854,0.239345,0.01495
2855,0.2392,0.0147384
2856,0.238992,0.015048
2857,0.238687,0.0154124
2858,0.239016,0.0153144
2859,0.239361,0.016012
2860,0.239588,0.01495
2861,0.237268,0.0187277
2862,0.237597,0.0185082
2863,0.237985,0.0170387
2864,0.238154,0.0160002
2865,0.238992,0.0167409
2866,0.23922,0.0170191
2867,0.239267,0.0163411
2868,0.239792,0.0179478
2869,0.24018,0.0193351
2870,0.240607,0.0198327
2871,0.240285,0.0223486
2872,0.240289,0.022905
2873,0.240207,0.0227914
2874,0.239992,0.0241277
2875,0.23967,0.0205146
2876,0.239823,0.0194565
2877,0.238953,0.0191822
2878,0.238502,0.0186023
2879,0.238753,0.0179674
2880,0.241234,0.0190608
2881,0.246117,0.0208281
2882,0.248867,0.0214081
2883,0.254605,0.0230383
2884,0.258492,0.0238534
2885,0.259472,0.0246646
2886,0.2633,0.0337521
2887,0.265248,0.036699
2888,0.265992,0.0385408
2889,0.266733,0.0408881
2890,0.267544,0.0435921
2891,0.268528,0.0438037
2892,0.267572,0.0449519
2893,0.266913,0.0412447
2894,0.266012,0.0408058
2895,0.262258,0.0381607
2896,0.261298,0.0365266
2897,0.262634,0.0362954
2898,0.261039,0.0362758
2899,0.259248,0.0353274
2900,0.259272,0.0340499
2901,0.257305,0.0338462
2902,0.256819,0.0310325
2903,0.256282,0.0292299
2904,0.25529,0.0294258
2905,0.254001,0.0273254
2906,0.254119,0.025511
2907,0.254048,0.0265064
2908,0.254401,0.0259617
2909,0.25453,0.024739
2910,0.255047,0.0250917
2911,0.252696,0.0289752
2912,0.252618,0.0267101
2913,0.252461,0.0267924
2914,0.252786,0.0253347
2915,0.252684,0.0235712
2916,0.252673,0.0238455
2917,0.252532,0.0222976
2918,0.252383,0.0177127
2919,0.251756,0.0193116
2920,0.251517,0.0196799
2921,0.251532,0.0189863
2922,0.252159,0.0202638
2923,0.25268,0.0206047
2924,0.252473,0.0191235
2925,0.252606,0.0199464
2926,0.252641,0.0186493
2927,0.252034,0.0174266
2928,0.252097,0.0189628
2929,0.252778,0.0201933
2930,0.253433,0.0201619
2931,0.255678,0.0223172
2932,0.256744,0.0231284
2933,0.257536,0.023293
2934,0.257403,0.0249114
2935,0.256811,0.0247429
2936,0.254189,0.0291946
2937,0.252861,0.0295473
2938,0.252782,0.0302331
2939,0.252426,0.0299705
2940,0.25317,0.0307974
2941,0.253566,0.028211
2942,0.253927,0.026667
2943,0.253993,0.0237397
2944,0.255122,0.0237868
2945,0.25504,0.022427
2946,0.256521,0.0238926
2947,0.259671,0.0262673
2948,0.261008,0.0275527
2949,0.264409,0.0318868
2950,0.269739,0.0353
2951,0.271757,0.0364012
2952,0.277071,0.0403709
2953,0.280711,0.0420873
2954,0.281526,0.0423577
2955,0.289395,0.0451557
2956,0.297115,0.0467036
2957,0.299886,0.045912
2958,0.320718,0.0495133
2959,0.33265,0.0522133
2960,0.357283,0.0499287
2961,0.41166,0.0606582
2962,0.41869,0.0583853
2963,0.421903,0.0545959
2964,0.451948,0.0558577
2965,0.472345,0.0537495
2966,0.482338,0.052033
2967,0.494341,0.0538278
2968,0.544446,0.0466879
2969,0.55815,0.0444816
2970,0.57024,0.0475187
2971,0.586393,0.0481025
2972,0.596613,0.0458101
2973,0.619079,0.0491763
2974,0.648332,0.0493409
2975,0.661464,0.0471189
2976,0.672154,0.0489412
2977,0.681532,0.0499287
2978,0.686277,0.0485806
2979,0.692708,0.0499052
2980,0.696262,0.0508378
2981,0.697552,0.0512062
2982,0.708559,0.052758
2983,0.737954,0.0522055
2984,0.750603,0.0522329
2985,0.757775,0.0544705
2986,0.804784,0.0669203
2987,0.807304,0.0650158
2988,0.808652,0.0687308
2989,0.810129,0.0710664
2990,0.817347,0.0717992
2991,0.829605,0.0792252
2992,0.836831,0.0861535
2993,0.843262,0.0787001
2994,0.845221,0.0875408
2995,0.848176,0.0947983
2996,0.848701,0.0951627
2997,0.848419,0.102483
2998,0.856931,0.107632
2999,0.859192,0.106225
3000,0.862636,0.113616
3001,0.863855,0.118256
3002,0.866293,0.11679
3003,0.868855,0.124722
3004,0.870486,0.130134
3005,0.871391,0.125917
3006,0.87277,0.133833
3007,0.873542,0.135773
3008,0.874992,0.12991
3009,0.87344,0.142023
3010,0.870548,0.145225
3011,0.880173,0.143841
3012,0.876744,0.153564
3013,0.874753,0.157471
3014,0.873299,0.150158
3015,0.872708,0.159657
3016,0.873644,0.155754
3017,0.874444,0.146396
3018,0.875227,0.152012
3019,0.874882,0.154986
3020,0.875263,0.148708
3021,0.874753,0.155586
3022,0.875031,0.155872
3023,0.876015,0.147208
3024,0.874937,0.15479
3025,0.875803,0.151013
3026,0.87665,0.14178
3027,0.878029,0.148618
3028,0.879154,0.149535
3029,0.879714,0.14024
3030,0.880353,0.149069
3031,0.88156,0.144668
3032,0.882214,0.135447
3033,0.882293,0.139695
3034,0.881674,0.139488
3035,0.881968,0.130596
3036,0.88919,0.141341
3037,0.890793,0.141494
3038,0.890624,0.135494
3039,0.890988,0.140542
3040,0.891502,0.140095
3041,0.890879,0.133707
3042,0.891216,0.138371
3043,0.890197,0.135635
3044,0.889848,0.127888
3045,0.890303,0.132105
3046,0.890604,0.128691
3047,0.890671,0.119569
3048,0.890503,0.125513
3049,0.890389,0.121798
3050,0.88966,0.113636
3051,0.889746,0.113734
3052,0.888931,0.108592
3053,0.888218,0.0993714
3054,0.887936,0.102412
3055,0.888359,0.0983447
3056,0.888473,0.0918435
3057,0.889033,0.093752
3058,0.887936,0.0940419
3059,0.887191,0.0896216
3060,0.887093,0.0976785
3061,0.889315,0.108561
3062,0.889539,0.10525
3063,0.88975,0.111739
3064,0.889241,0.114651
3065,0.888575,0.111958
3066,0.886372,0.118005
3067,0.88308,0.121841
3068,0.881,0.112746
3069,0.879746,0.120607
3070,0.879522,0.122727
3071,0.879228,0.120023
3072,0.878954,0.127453
3073,0.877641,0.13038
3074,0.877402,0.126908
3075,0.876027,0.134973
3076,0.875376,0.137148
3077,0.875235,0.132896
3078,0.874585,0.139966
3079,0.873186,0.13687
3080,0.873476,0.128213
3081,0.873621,0.131599
3082,0.873664,0.131054
3083,0.87241,0.124976
3084,0.873613,0.132845
3085,0.873507,0.131368
3086,0.877183,0.134135
3087,0.876846,0.136744
3088,0.875247,0.132892
3089,0.874824,0.126446
3090,0.87384,0.128362
3091,0.875141,0.128472
3092,0.875631,0.124224
3093,0.875956,0.124585
3094,0.875709,0.125008
3095,0.875031,0.119251
3096,0.875408,0.122002
3097,0.874608,0.119263
3098,0.87451,0.112186
3099,0.873864,0.116097
3100,0.874177,0.11371
3101,0.873703,0.103008
3102,0.874377,0.105559
3103,0.874538,0.0989286
3104,0.873664,0.0912675
3105,0.873801,0.095488
3106,0.873926,0.0952489
3107,0.873154,0.0883245
3108,0.872504,0.0927292
3109,0.872343,0.0901036
3110,0.872108,0.0829323
3111,0.87375,0.0951941
3112,0.872896,0.0895824
3113,0.871336,0.0814275
3114,0.871979,0.0806085
3115,0.870905,0.0747421
3116,0.86951,0.0736606
3117,0.870501,0.0748048
3118,0.87065,0.0707999
3119,0.870862,0.0672064
3120,0.871167,0.0684173
3121,0.869749,0.0665833
3122,0.869134,0.0613009
3123,0.868518,0.0615242
3124,0.868464,0.0583657
3125,0.86842,0.0528481
3126,0.868452,0.0546429
3127,0.870055,0.0525346
3128,0.870266,0.0501207
3129,0.870783,0.0514923
3130,0.871015,0.0488354
3131,0.870925,0.047695
